"BLBR","MIOC","MIPE","PERO","REME","ZAHU","PC1"
0.686633333333388,0.724149999999991,0.0466666666666712,2.84405000000027,0.276983333333336,0.365616666666623,1.6657716737589
0.416666666666684,0.113116666666675,0.106283333333338,5.93535000000019,0.325166666666723,0.168483333333315,-0.333851383609716
0.23940000000001,0.0585166666666696,0.4551166666667,3.1967666666661,0.334383333333332,0.168266666666658,-0.825150768394781
0.922833333333138,0.146150000000003,0.347016666666712,3.97838333333227,0.667966666666618,0.566283333333186,-2.87490230872339
0.401533333333408,0.143650000000003,0.171783333333358,6.11361666666661,0.333166666666715,0.199616666666621,1.72704511670331
1.88515000000001,0.0777166666666619,0.126366666666687,1.43438333333341,0.370833333333294,0.197900000000042,-0.117565808256002
0.112549999999967,0.114750000000003,0.0574499999999954,5.08443333333336,0.286499999999981,0.158766666666657,1.54239696379752
0.436249999999934,0.0810666666666679,0.0778666666666603,4.584399999998,0.29055000000002,0.160400000000014,1.69795036366702
0.495300000000028,0.0718833333333295,0.082233333333344,7.86954999999939,0.29058333333328,0.160883333333333,1.04119719925481
1.91940000000054,0.342033333333362,0.349166666666516,1.07713333333339,0.344850000000037,0.19649999999999,0.213274001030815
0.351566666666641,0.153716666666672,0.141333333333336,3.24026666666661,0.901933333333365,0.223466666666676,-2.15975287318531
0.522566666666716,0.402316666666719,0.116333333333331,2.58723333333395,1.01486666666669,0.207466666666665,-2.02995109840409
0.453366666666707,0.0574000000000014,0.0699500000000145,5.53535000000105,0.537133333333403,0.390050000000026,1.45963773944828
0.795516666666441,0.114216666666667,0.202000000000002,3.48938333333314,0.411533333333281,0.241349999999991,0.0132302750047539
0.749216666666357,0.0741500000000091,0.128599999999994,3.02701666666739,0.369466666666729,0.209633333333297,-0.111728767288024
0.27726666666667,0.243883333333184,0.614699999999923,6.4983000000001,0.83593333333303,0.118633333333317,1.47650130551142
0.469499999999914,0.102749999999994,0.0542499999999886,8.44701666666756,0.271766666666621,0.145133333333321,0.829571287241201
1.70946666666638,0.0903333333333438,0.348583333333274,4.22011666666645,0.685299999999922,0.214166666666685,-0.559666932102802
0.220133333333383,0.497066666666573,0.087249999999985,7.86154999999944,0.278916666666684,0.157849999999966,1.3289980011385
0.181516666666653,0.0918333333333388,0.260283333333337,6.10441666666593,0.286266666666692,0.394783333333389,1.3289980011385
0.295933333333294,0.0908833333333294,0.105766666666681,9.44601666666704,0.559083333333216,0.180816666666634,1.91331332911085
0.203499999999959,0.10558333333333,0.0880666666666528,7.44543333333299,0.306050000000033,0.163016666666684,1.91331332911085
1.03638333333304,0.949966666666422,0.89753333333323,3.29368333333194,0.280583333333389,0.374566666666661,1.43198669081919
0.557566666666812,0.0913500000000042,0.816150000000221,4.68113333333418,0.286616666666605,0.370916666666606,0.162980243015118
3.08561666666637,1.53246666666654,0.28590000000006,2.16553333333357,2.09414999999944,0.322466666666749,-3.76836732684705
1.77318333333323,0.463916666666477,0.36631666666673,0.280083333333323,0.581016666666657,0.287899999999995,-2.47271217488901
2.72510000000031,0.383500000000078,0.685933333332999,2.64506666666667,0.492816666666704,0.862583333333238,-2.10393433263948
1.20710000000029,0.0624499999999915,1.05430000000019,0.254333333333358,0.584783333333197,0.159033333333318,-0.393789570382396
0.978550000000142,0.130500000000011,0.318516666666722,4.74718333333367,0.364366666666652,0.188966666666644,-0.781434264293867
2.11613333333353,0.0808166666666528,0.845399999999917,1.63419999999971,0.323966666666607,0.900233333333252,-0.48361371496311
0.409400000000126,1.18116666666688,0.692366666666731,1.00703333333311,0.399400000000094,0.2104,-1.41403752497226
0.95229999999942,0.103566666666668,0.172500000000039,0.518250000000302,0.424066666666773,0.233816666666702,-0.791941879761757
1.79366666666668,0.0667833333333435,0.110450000000021,3.88046666666667,0.365900000000124,0.194083333333351,0.495523823661898
0.761416666666829,0.319549999999901,0.128200000000005,5.1885500000004,0.33631666666669,0.195833333333308,0.928222678897737
0.693350000000169,0.0950666666666747,0.139033333333321,3.65114999999998,0.343950000000036,0.19211666666665,-0.2600248589809
1.23913333333333,0.060349999999995,0.0890166666666549,1.5255500000009,0.559466666666558,0.167933333333354,0.425455808227398
1.57570000000012,0.138866666666661,0.244233333333327,5.75580000000003,0.391899999999944,0.234933333333292,0.0290961397640359
1.28450000000016,0.120400000000001,0.19644999999999,5.43941666666665,0.360783333333269,0.226449999999933,0.936752564026905
0.298133333333382,0.106383333333338,0.494949999999927,4.15501666666692,0.305150000000034,0.172150000000003,0.510844175023194
0.755450000000087,0.267500000000052,0.314549999999951,0.56421666666668,0.295533333333276,0.156716666666689,0.212130898390077
0.830033333333157,0.592966666666446,1.04758333333358,0.0314666666666649,0.38458333333334,0.174349999999997,-2.04403117470457
3.1919000000001,0.0580000000000002,0.0798000000000122,3.43183333333324,0.293966666666701,0.157250000000017,0.89319323383028
0.142033333333334,0.533116666666375,0.678683333333651,0.398933333333513,0.375933333333392,0.17021666666668,-1.16061604718849
0.271133333333314,0.145316666666682,0.132183333333311,7.14286666666577,0.363433333333263,0.190316666666642,-0.596600842768585
0.27350000000004,0.152566666666685,0.150783333333356,5.09510000000015,0.329733333333263,0.187299999999966,1.10628881078303
